# Transformed ground truth trajectory
# file: stable_seq_005_part_1_dif_1_transformed
# timestamp tx ty tz qx qy qz qw
2.500000000000e+01 -1.473900000000e+01 -8.502000000000e+00 7.325000000000e+00 8.315927905169e-01 -2.586670031724e-01 -3.108097657071e-01 3.807126236038e-01
2.600000000000e+01 -1.480600000000e+01 -8.512000000000e+00 7.328000000000e+00 8.314352187676e-01 -2.582050078263e-01 -3.118208648046e-01 3.805435575578e-01
2.700000000000e+01 -1.486000000000e+01 -8.504000000000e+00 7.327000000000e+00 8.309792151905e-01 -2.592631514801e-01 -3.112689884244e-01 3.812712670151e-01
2.800000000000e+01 -1.488000000000e+01 -8.500000000000e+00 7.317000000000e+00 8.307262498862e-01 -2.602197161860e-01 -3.103926676872e-01 3.818847848555e-01
2.900000000000e+01 -1.487800000000e+01 -8.491000000000e+00 7.303000000000e+00 8.307609730249e-01 -2.601778560111e-01 -3.103765155520e-01 3.818508969925e-01
3.000000000000e+01 -1.487400000000e+01 -8.487000000000e+00 7.296000000000e+00 8.307690179219e-01 -2.604513929087e-01 -3.099603594755e-01 3.819849294761e-01
3.100000000000e+01 -1.486900000000e+01 -8.487000000000e+00 7.283000000000e+00 8.306086471306e-01 -2.612471528786e-01 -3.091733271233e-01 3.824278418477e-01
3.200000000000e+01 -1.487200000000e+01 -8.485000000000e+00 7.271000000000e+00 8.306705553955e-01 -2.613934576592e-01 -3.088394605335e-01 3.824631698731e-01
3.300000000000e+01 -1.486600000000e+01 -8.486000000000e+00 7.273000000000e+00 8.308575465057e-01 -2.608154456287e-01 -3.092880507478e-01 3.820889194948e-01
3.400000000000e+01 -1.487200000000e+01 -8.489000000000e+00 7.263000000000e+00 8.312424444500e-01 -2.594467953140e-01 -3.104657734734e-01 3.812274418869e-01
3.500000000000e+01 -1.488000000000e+01 -8.500000000000e+00 7.275000000000e+00 8.314082253980e-01 -2.589306491277e-01 -3.108582888487e-01 3.808968442203e-01
3.600000000000e+01 -1.489000000000e+01 -8.494000000000e+00 7.267000000000e+00 8.313242831826e-01 -2.593419781928e-01 -3.104332540895e-01 3.811467818221e-01
3.700000000000e+01 -1.488000000000e+01 -8.487000000000e+00 7.280000000000e+00 8.312393232630e-01 -2.596869107775e-01 -3.100736771662e-01 3.813898406627e-01
3.800000000000e+01 -1.488000000000e+01 -8.472000000000e+00 7.270000000000e+00 8.312732281760e-01 -2.595428174870e-01 -3.101628000035e-01 3.813415575344e-01
3.900000000000e+01 -1.489100000000e+01 -8.461000000000e+00 7.265000000000e+00 8.314173563717e-01 -2.592212410629e-01 -3.102993184196e-01 3.811349638829e-01
4.000000000000e+01 -1.487400000000e+01 -8.453000000000e+00 7.268000000000e+00 8.315010281987e-01 -2.591547539737e-01 -3.102249397252e-01 3.810581850188e-01
4.100000000000e+01 -1.486700000000e+01 -8.455000000000e+00 7.252000000000e+00 8.316937328707e-01 -2.589908586948e-01 -3.101158614343e-01 3.808377900144e-01
4.200000000000e+01 -1.486700000000e+01 -8.453000000000e+00 7.243000000000e+00 8.322658615946e-01 -2.571080214565e-01 -3.116855259519e-01 3.795802073857e-01
4.300000000000e+01 -1.486300000000e+01 -8.447000000000e+00 7.221000000000e+00 8.324869444530e-01 -2.567687295051e-01 -3.118750383534e-01 3.791691803347e-01
4.400000000000e+01 -1.486100000000e+01 -8.438000000000e+00 7.213000000000e+00 8.323851195714e-01 -2.576221230529e-01 -3.109650021809e-01 3.795610910623e-01
4.500000000000e+01 -1.486000000000e+01 -8.409000000000e+00 7.185000000000e+00 8.327631083757e-01 -2.569959681486e-01 -3.111450494056e-01 3.790084905568e-01
4.600000000000e+01 -1.483500000000e+01 -8.387000000000e+00 7.152000000000e+00 8.331728392273e-01 -2.563681263104e-01 -3.111671031508e-01 3.785147787112e-01
4.700000000000e+01 -1.481100000000e+01 -8.365000000000e+00 7.152000000000e+00 8.334530896138e-01 -2.557896386915e-01 -3.113721111185e-01 3.781203731206e-01
4.800000000000e+01 -1.478200000000e+01 -8.354000000000e+00 7.140000000000e+00 8.334605926811e-01 -2.562360074796e-01 -3.106516750427e-01 3.783940878394e-01
4.900000000000e+01 -1.475800000000e+01 -8.352000000000e+00 7.134000000000e+00 8.333778028167e-01 -2.567555812023e-01 -3.100847886936e-01 3.786890982253e-01
5.000000000000e+01 -1.474300000000e+01 -8.358000000000e+00 7.130000000000e+00 8.334331959797e-01 -2.565203772438e-01 -3.103163132890e-01 3.785369065289e-01
5.100000000000e+01 -1.474400000000e+01 -8.363000000000e+00 7.106000000000e+00 8.334635753893e-01 -2.564601778457e-01 -3.103474523613e-01 3.784852764527e-01
5.200000000000e+01 -1.473700000000e+01 -8.360000000000e+00 7.107000000000e+00 8.333203859221e-01 -2.570207598947e-01 -3.098724203389e-01 3.788093801677e-01
5.300000000000e+01 -1.473600000000e+01 -8.360000000000e+00 7.104000000000e+00 8.333161566315e-01 -2.573608410786e-01 -3.094572216436e-01 3.789271810635e-01
5.400000000000e+01 -1.473600000000e+01 -8.324000000000e+00 7.083000000000e+00 8.337561734271e-01 -2.567295417907e-01 -3.094786095447e-01 3.783696286416e-01
5.500000000000e+01 -1.471700000000e+01 -8.290000000000e+00 7.039000000000e+00 8.345565666938e-01 -2.551117614461e-01 -3.101264084956e-01 3.771669881018e-01
5.600000000000e+01 -1.429100000000e+01 -8.139000000000e+00 6.768000000000e+00 8.398068637834e-01 -2.439246797660e-01 -3.150586395342e-01 3.687319294531e-01
5.700000000000e+01 -1.415900000000e+01 -8.023000000000e+00 6.718000000000e+00 8.395683145332e-01 -2.477756810863e-01 -3.099054958515e-01 3.710671647224e-01
5.800000000000e+01 -1.412800000000e+01 -7.934000000000e+00 6.595000000000e+00 8.381184093677e-01 -2.555456831286e-01 -3.020695668115e-01 3.755102029500e-01
5.900000000000e+01 -1.422000000000e+01 -7.964000000000e+00 6.701000000000e+00 8.391968645278e-01 -2.501939371403e-01 -3.072996192663e-01 3.724494064751e-01
6.000000000000e+01 -1.414000000000e+01 -7.927000000000e+00 6.678000000000e+00 8.396490948326e-01 -2.498609324592e-01 -3.067925196383e-01 3.720715816497e-01
6.100000000000e+01 -1.403400000000e+01 -7.903000000000e+00 6.643000000000e+00 8.404386333437e-01 -2.484139296670e-01 -3.072189473923e-01 3.709042214561e-01
6.200000000000e+01 -1.398600000000e+01 -7.873000000000e+00 6.612000000000e+00 8.410485889457e-01 -2.474175495353e-01 -3.074031184709e-01 3.700339848835e-01
6.300000000000e+01 -1.396300000000e+01 -7.853000000000e+00 6.582000000000e+00 8.417578539953e-01 -2.455658577116e-01 -3.085069140200e-01 3.687337911902e-01
6.400000000000e+01 -1.394100000000e+01 -7.796000000000e+00 6.533000000000e+00 8.425374046751e-01 -2.443871964823e-01 -3.084879521527e-01 3.677510071985e-01
6.500000000000e+01 -1.391500000000e+01 -7.737000000000e+00 6.494000000000e+00 8.429923891091e-01 -2.442036235379e-01 -3.077744791338e-01 3.674279414376e-01
6.600000000000e+01 -1.380400000000e+01 -7.512000000000e+00 6.376000000000e+00 8.446481591789e-01 -2.427804369041e-01 -3.054477761850e-01 3.665089394216e-01
6.700000000000e+01 -1.357200000000e+01 -7.499000000000e+00 6.270000000000e+00 8.461366920348e-01 -2.395858699361e-01 -3.069616311152e-01 3.639036498064e-01
6.800000000000e+01 -1.327400000000e+01 -7.509000000000e+00 6.134000000000e+00 8.509356139061e-01 -2.257059088443e-01 -3.156111638402e-01 3.540551044095e-01
6.900000000000e+01 -1.316100000000e+01 -7.406000000000e+00 6.075000000000e+00 8.502177998004e-01 -2.323180075500e-01 -3.085951544354e-01 3.576689348120e-01
7.000000000000e+01 -1.316800000000e+01 -7.452000000000e+00 6.102000000000e+00 8.481837451759e-01 -2.406052217050e-01 -3.019983266866e-01 3.626161502004e-01
7.100000000000e+01 -1.321600000000e+01 -7.361000000000e+00 6.065000000000e+00 8.494747602406e-01 -2.354725965055e-01 -3.058678569093e-01 3.597084126329e-01
7.200000000000e+01 -1.313500000000e+01 -7.331000000000e+00 6.018000000000e+00 8.500985480430e-01 -2.344039719482e-01 -3.060175498029e-01 3.588042582838e-01
7.300000000000e+01 -1.310400000000e+01 -7.309000000000e+00 6.020000000000e+00 8.499989502636e-01 -2.353897959359e-01 -3.049190791425e-01 3.593296309726e-01
7.400000000000e+01 -1.308600000000e+01 -7.292000000000e+00 5.997000000000e+00 8.501139167755e-01 -2.355879229928e-01 -3.044073730117e-01 3.593616706059e-01
7.500000000000e+01 -1.307200000000e+01 -7.244000000000e+00 5.995000000000e+00 8.503494955658e-01 -2.352977361874e-01 -3.042013994287e-01 3.591687894593e-01
7.600000000000e+01 -1.305700000000e+01 -7.213000000000e+00 5.972000000000e+00 8.505981471452e-01 -2.351446120346e-01 -3.038763213362e-01 3.589554078648e-01
7.700000000000e+01 -1.300000000000e+01 -7.164000000000e+00 5.916000000000e+00 8.508347962190e-01 -2.363735615211e-01 -3.017804300995e-01 3.593553408060e-01
7.800000000000e+01 -1.294100000000e+01 -7.082000000000e+00 5.653000000000e+00 8.514753707711e-01 -2.394843468533e-01 -2.965323799797e-01 3.601464815962e-01
7.900000000000e+01 -1.253700000000e+01 -6.920000000000e+00 5.653000000000e+00 8.520663182481e-01 -2.420232481272e-01 -2.919990425673e-01 3.607551743396e-01
8.000000000000e+01 -1.240600000000e+01 -6.852000000000e+00 5.497000000000e+00 8.569079124226e-01 -2.272723118638e-01 -3.014376210323e-01 3.509864477639e-01
8.100000000000e+01 -1.226800000000e+01 -6.811000000000e+00 5.445000000000e+00 8.581656091361e-01 -2.269476537218e-01 -2.996590505019e-01 3.496441093720e-01
8.200000000000e+01 -1.208600000000e+01 -6.609000000000e+00 5.327000000000e+00 8.581392616062e-01 -2.343691201462e-01 -2.902024807103e-01 3.527756275616e-01
8.300000000000e+01 -1.200300000000e+01 -6.446000000000e+00 5.157000000000e+00 8.582664410541e-01 -2.384212807898e-01 -2.845370873960e-01 3.543623215342e-01
8.400000000000e+01 -1.193300000000e+01 -6.491000000000e+00 4.998000000000e+00 8.650310289591e-01 -2.106686456906e-01 -3.054273281832e-01 3.377190960837e-01
8.500000000000e+01 -1.180200000000e+01 -6.429000000000e+00 5.022000000000e+00 8.661318017239e-01 -2.075742186112e-01 -3.067969410556e-01 3.355656161907e-01
8.600000000000e+01 -1.196900000000e+01 -6.407000000000e+00 5.073000000000e+00 8.622423134430e-01 -2.238739819498e-01 -2.948553694568e-01 3.456572640882e-01
8.700000000000e+01 -1.181800000000e+01 -6.239000000000e+00 4.900000000000e+00 8.618258787349e-01 -2.281236316678e-01 -2.894367570776e-01 3.484854761247e-01
8.800000000000e+01 -1.178700000000e+01 -6.302000000000e+00 4.977000000000e+00 8.635779043492e-01 -2.217067077814e-01 -2.945866694007e-01 3.439448110612e-01
8.900000000000e+01 -1.174700000000e+01 -6.291000000000e+00 4.948000000000e+00 8.634225179628e-01 -2.232233381113e-01 -2.929867984208e-01 3.447196436938e-01
9.000000000000e+01 -1.171800000000e+01 -6.300000000000e+00 4.911000000000e+00 8.638488271314e-01 -2.223205664686e-01 -2.932100965232e-01 3.440444867828e-01
9.100000000000e+01 -1.170100000000e+01 -6.305000000000e+00 4.903000000000e+00 8.643087335549e-01 -2.207950047771e-01 -2.941175018305e-01 3.430960129223e-01
9.200000000000e+01 -1.170700000000e+01 -6.309000000000e+00 4.879000000000e+00 8.647430606531e-01 -2.191384013096e-01 -2.952634924554e-01 3.420778714661e-01
9.300000000000e+01 -1.170400000000e+01 -6.315000000000e+00 4.878000000000e+00 8.650057876174e-01 -2.181119188230e-01 -2.958460556775e-01 3.415659374057e-01
9.400000000000e+01 -1.170200000000e+01 -6.303000000000e+00 4.890000000000e+00 8.646638723609e-01 -2.195107420107e-01 -2.946459573875e-01 3.425714257946e-01
9.500000000000e+01 -1.168000000000e+01 -6.308000000000e+00 4.904000000000e+00 8.645992630132e-01 -2.193953168781e-01 -2.946338256217e-01 3.428187832202e-01
9.600000000000e+01 -1.164800000000e+01 -6.320000000000e+00 4.928000000000e+00 8.645375881796e-01 -2.194114071064e-01 -2.945272135750e-01 3.430555545681e-01
9.700000000000e+01 -1.164200000000e+01 -6.325000000000e+00 4.935000000000e+00 8.643922649151e-01 -2.200734806099e-01 -2.939430992044e-01 3.434983695992e-01
9.800000000000e+01 -1.160800000000e+01 -6.337000000000e+00 4.931000000000e+00 8.637616398265e-01 -2.230288711439e-01 -2.916502284568e-01 3.451291011225e-01
9.900000000000e+01 -1.160700000000e+01 -6.337000000000e+00 4.922000000000e+00 8.638532633598e-01 -2.232423668142e-01 -2.911927613601e-01 3.451480273352e-01
1.000000000000e+02 -1.159000000000e+01 -6.346000000000e+00 4.896000000000e+00 8.644208299382e-01 -2.213997727754e-01 -2.922102204313e-01 3.440522583262e-01
1.010000000000e+02 -1.140200000000e+01 -6.216000000000e+00 4.630000000000e+00 8.697211399710e-01 -2.029009683476e-01 -3.024890261606e-01 3.330416262026e-01
1.020000000000e+02 -1.136300000000e+01 -6.166000000000e+00 4.500000000000e+00 8.686820599520e-01 -2.115529073165e-01 -2.942950985960e-01 3.376791984500e-01
1.030000000000e+02 -1.130900000000e+01 -5.971000000000e+00 4.483000000000e+00 8.678268449242e-01 -2.198607727545e-01 -2.854703305509e-01 3.421176671963e-01
1.040000000000e+02 -1.112900000000e+01 -5.822000000000e+00 4.418000000000e+00 8.677700206008e-01 -2.242164927812e-01 -2.800103114750e-01 3.439424096837e-01
1.050000000000e+02 -1.090300000000e+01 -5.961000000000e+00 4.267000000000e+00 8.735630653239e-01 -2.002690290587e-01 -2.974454343836e-01 3.290989220068e-01
1.060000000000e+02 -1.077400000000e+01 -5.898000000000e+00 4.181000000000e+00 8.748538371568e-01 -1.976731615078e-01 -2.973199187746e-01 3.273483629580e-01
1.070000000000e+02 -1.095100000000e+01 -5.836000000000e+00 4.210000000000e+00 8.722019143223e-01 -2.123313375055e-01 -2.852002886757e-01 3.359166847672e-01
1.080000000000e+02 -1.086000000000e+01 -5.808000000000e+00 4.098000000000e+00 8.719919265165e-01 -2.142073072784e-01 -2.824756467188e-01 3.375689834823e-01
1.090000000000e+02 -1.072700000000e+01 -5.852000000000e+00 3.970000000000e+00 8.748492107006e-01 -2.037538450322e-01 -2.892722346111e-01 3.308244299537e-01
1.100000000000e+02 -1.067400000000e+01 -5.752000000000e+00 4.058000000000e+00 8.762359273144e-01 -1.972462011417e-01 -2.926365081168e-01 3.281286484535e-01
1.110000000000e+02 -1.068800000000e+01 -5.720000000000e+00 4.019000000000e+00 8.758609428828e-01 -2.005445003337e-01 -2.898990333299e-01 3.295573737498e-01
1.120000000000e+02 -1.063200000000e+01 -5.694000000000e+00 3.956000000000e+00 8.767471971570e-01 -1.969031042674e-01 -2.911854352640e-01 3.282599002274e-01
1.130000000000e+02 -1.066200000000e+01 -5.691000000000e+00 3.915000000000e+00 8.802465804765e-01 -1.772107963488e-01 -3.029636170887e-01 3.193357761625e-01
1.140000000000e+02 -1.061200000000e+01 -5.683000000000e+00 3.844000000000e+00 8.818688378183e-01 -1.674933666196e-01 -3.074771830351e-01 3.157706555971e-01
1.150000000000e+02 -1.038400000000e+01 -5.804000000000e+00 3.809000000000e+00 8.789147450678e-01 -1.852282643665e-01 -2.957956416948e-01 3.251219760899e-01
1.160000000000e+02 -1.013800000000e+01 -5.527000000000e+00 3.675000000000e+00 8.778581729105e-01 -1.955193813699e-01 -2.837821031723e-01 3.325731764320e-01
1.170000000000e+02 -9.971000000000e+00 -5.402000000000e+00 3.522000000000e+00 8.810175725090e-01 -1.845928228361e-01 -2.889827999637e-01 3.259178853836e-01
1.180000000000e+02 -9.865000000000e+00 -5.459000000000e+00 3.350000000000e+00 8.851176279411e-01 -1.658085463124e-01 -3.002018849084e-01 3.145681785800e-01
1.190000000000e+02 -9.773000000000e+00 -5.315000000000e+00 3.292000000000e+00 8.839724621723e-01 -1.762889651892e-01 -2.906136533001e-01 3.210273997483e-01
1.200000000000e+02 -9.642000000000e+00 -5.239000000000e+00 3.246000000000e+00 8.841059127131e-01 -1.814718319488e-01 -2.841358825755e-01 3.235606736732e-01
1.210000000000e+02 -9.569000000000e+00 -5.188000000000e+00 2.944000000000e+00 8.872963930226e-01 -1.662285920523e-01 -2.930218200429e-01 3.149783787693e-01
1.220000000000e+02 -9.444000000000e+00 -5.177000000000e+00 2.985000000000e+00 8.893991220002e-01 -1.569696709340e-01 -2.976966781094e-01 3.093645293739e-01
1.230000000000e+02 -9.416000000000e+00 -5.040000000000e+00 3.080000000000e+00 8.871477969287e-01 -1.724431821363e-01 -2.860623949505e-01 3.184343598522e-01
1.240000000000e+02 -9.501000000000e+00 -5.102000000000e+00 3.034000000000e+00 8.871733983236e-01 -1.707115344913e-01 -2.880010327853e-01 3.175473797927e-01
1.250000000000e+02 -9.422000000000e+00 -5.081000000000e+00 3.012000000000e+00 8.874737640060e-01 -1.701042155319e-01 -2.876989348034e-01 3.173077322919e-01
1.260000000000e+02 -9.398000000000e+00 -5.086000000000e+00 3.007000000000e+00 8.874209249523e-01 -1.707342857693e-01 -2.869955297159e-01 3.177537907605e-01
1.270000000000e+02 -9.369000000000e+00 -5.108000000000e+00 2.997000000000e+00 8.869560296675e-01 -1.728610132808e-01 -2.855759113154e-01 3.191778037400e-01
1.280000000000e+02 -9.367000000000e+00 -5.140000000000e+00 3.008000000000e+00 8.868432759521e-01 -1.728486022025e-01 -2.857327681801e-01 3.193574013600e-01
1.290000000000e+02 -9.373000000000e+00 -5.148000000000e+00 3.012000000000e+00 8.871203897470e-01 -1.708611486135e-01 -2.871904473650e-01 3.183481253783e-01
1.300000000000e+02 -9.391000000000e+00 -5.164000000000e+00 3.007000000000e+00 8.875863927962e-01 -1.676979386419e-01 -2.894113791119e-01 3.167157248051e-01
1.310000000000e+02 -9.409000000000e+00 -5.155000000000e+00 3.019000000000e+00 8.873941832081e-01 -1.686191286354e-01 -2.886864847134e-01 3.174260017871e-01
1.320000000000e+02 -9.414000000000e+00 -5.140000000000e+00 3.018000000000e+00 8.875627758899e-01 -1.675047202779e-01 -2.892689298987e-01 3.170141538394e-01
1.330000000000e+02 -9.403000000000e+00 -5.130000000000e+00 3.025000000000e+00 8.877408088237e-01 -1.664956234517e-01 -2.898735133658e-01 3.164945654660e-01
1.340000000000e+02 -9.392000000000e+00 -5.119000000000e+00 3.036000000000e+00 8.876894831618e-01 -1.668786816401e-01 -2.895861431580e-01 3.166997833736e-01
1.350000000000e+02 -9.378000000000e+00 -5.111000000000e+00 3.044000000000e+00 8.876009159114e-01 -1.677082633208e-01 -2.890578111470e-01 3.169923253048e-01
1.360000000000e+02 -9.377000000000e+00 -5.101000000000e+00 3.048000000000e+00 8.875021591234e-01 -1.683497039756e-01 -2.886471072828e-01 3.173029186439e-01
1.370000000000e+02 -9.383000000000e+00 -5.104000000000e+00 3.014000000000e+00 8.875361197815e-01 -1.686353773124e-01 -2.883116104019e-01 3.173612467037e-01
1.380000000000e+02 -9.382000000000e+00 -5.134000000000e+00 2.991000000000e+00 8.879307558077e-01 -1.669895576628e-01 -2.892049683925e-01 3.163130518639e-01
1.390000000000e+02 -9.397000000000e+00 -5.124000000000e+00 2.962000000000e+00 8.880989484044e-01 -1.663115682522e-01 -2.894920607432e-01 3.159352257585e-01
1.400000000000e+02 -9.395000000000e+00 -5.129000000000e+00 2.965000000000e+00 8.883934378923e-01 -1.651577967676e-01 -2.900439283537e-01 3.152055223214e-01
1.410000000000e+02 -9.392000000000e+00 -5.107000000000e+00 2.975000000000e+00 8.884742853385e-01 -1.652262333187e-01 -2.897293624826e-01 3.152310781491e-01
1.420000000000e+02 -9.392000000000e+00 -5.092000000000e+00 2.970000000000e+00 8.889640135502e-01 -1.629140887220e-01 -2.909301440864e-01 3.139452716168e-01
1.430000000000e+02 -9.380000000000e+00 -5.052000000000e+00 2.932000000000e+00 8.893289046596e-01 -1.624258323290e-01 -2.902603578765e-01 3.137847558034e-01
1.440000000000e+02 -9.332000000000e+00 -5.016000000000e+00 2.905000000000e+00 8.892900895994e-01 -1.641774919189e-01 -2.881688381871e-01 3.149088890224e-01
1.450000000000e+02 -9.015000000000e+00 -4.889000000000e+00 2.614000000000e+00 8.887686604362e-01 -1.754908418034e-01 -2.758319974084e-01 3.212630415646e-01
1.460000000000e+02 -8.949000000000e+00 -4.767000000000e+00 2.475000000000e+00 8.912199909101e-01 -1.661257689523e-01 -2.800378736077e-01 3.157656505029e-01
1.470000000000e+02 -8.828000000000e+00 -4.802000000000e+00 2.347000000000e+00 8.947925269711e-01 -1.469384849336e-01 -2.918256892041e-01 3.042912789461e-01
1.480000000000e+02 -8.921000000000e+00 -4.781000000000e+00 2.408000000000e+00 8.927188128315e-01 -1.595836517392e-01 -2.831721182012e-01 3.120892993804e-01
1.490000000000e+02 -8.893000000000e+00 -4.725000000000e+00 2.418000000000e+00 8.932340999131e-01 -1.576337423446e-01 -2.840205606339e-01 3.108323779211e-01
1.500000000000e+02 -8.857000000000e+00 -4.722000000000e+00 2.376000000000e+00 8.937071306347e-01 -1.556655486165e-01 -2.847844072625e-01 3.097638503873e-01
1.510000000000e+02 -8.819000000000e+00 -4.709000000000e+00 2.361000000000e+00 8.938472634432e-01 -1.549502471033e-01 -2.848401340974e-01 3.096668993693e-01
1.520000000000e+02 -8.803000000000e+00 -4.715000000000e+00 2.373000000000e+00 8.936575281450e-01 -1.560118682228e-01 -2.840259285061e-01 3.104283996344e-01
1.530000000000e+02 -8.794000000000e+00 -4.709000000000e+00 2.371000000000e+00 8.933664115121e-01 -1.575146877604e-01 -2.828701496494e-01 3.115606784546e-01
1.540000000000e+02 -8.770000000000e+00 -4.704000000000e+00 2.393000000000e+00 8.935040666741e-01 -1.561609872197e-01 -2.836826959903e-01 3.111082719941e-01
1.550000000000e+02 -8.772000000000e+00 -4.716000000000e+00 2.372000000000e+00 8.937380149450e-01 -1.547514942569e-01 -2.843615900265e-01 3.105202437603e-01
1.560000000000e+02 -8.750000000000e+00 -4.691000000000e+00 2.340000000000e+00 8.939129403879e-01 -1.540719041424e-01 -2.840840335693e-01 3.106087011532e-01
1.570000000000e+02 -8.728000000000e+00 -4.661000000000e+00 2.312000000000e+00 8.945376421114e-01 -1.509026887536e-01 -2.853645096448e-01 3.091890716179e-01
1.580000000000e+02 -8.666000000000e+00 -4.583000000000e+00 2.150000000000e+00 8.956482234897e-01 -1.484775410440e-01 -2.836956446808e-01 3.086834312925e-01
1.590000000000e+02 -8.350000000000e+00 -4.499000000000e+00 1.809000000000e+00 8.993758697033e-01 -1.270227883745e-01 -2.943344441584e-01 2.972465158937e-01
1.600000000000e+02 -8.306000000000e+00 -4.427000000000e+00 1.892000000000e+00 8.988708724065e-01 -1.350291033527e-01 -2.872569082127e-01 3.021287220225e-01
1.610000000000e+02 -8.237000000000e+00 -4.279000000000e+00 1.830000000000e+00 8.991459829719e-01 -1.380295829205e-01 -2.827546855943e-01 3.041942197326e-01
1.620000000000e+02 -8.122000000000e+00 -4.168000000000e+00 1.668000000000e+00 8.984518269420e-01 -1.473842569369e-01 -2.744050560249e-01 3.094576880603e-01
1.630000000000e+02 -7.951000000000e+00 -4.177000000000e+00 1.502000000000e+00 9.027449193826e-01 -1.179899036314e-01 -2.921315437042e-01 2.928978565012e-01
1.640000000000e+02 -7.819000000000e+00 -4.136000000000e+00 1.353000000000e+00 9.031922444433e-01 -1.197298680331e-01 -2.892102472815e-01 2.937106759135e-01
